,project,product,groupid,pushid,graph_date,origin,totalcost,tier23_cost,taskcount,tier23_taskcount
80,autoland,firefox,ZzrdvsrgS3epQ8VIJ2hqpQ,72150,1541080140,push,59.61,4.41,1918,154
81,autoland,firefox,RiDRyLcQRwSei2oIGkHBiQ,72151,1541080238,push,16.03,3.17,327,70
82,autoland,firefox,es93wbmjQt6z2coo9lKOcA,72152,1541080282,push,17.37,4.54,392,100
83,autoland,firefox,B_ZXLfjtQ_WR9adFDYLqbQ,72153,1541080521,push,29.2,2.79,559,37
84,autoland,firefox,LzSQLAl1SOa7yRjJZ_5NJg,72154,1541080555,push,19.11,2.75,318,37
85,autoland,firefox,f89kBPqiTr6McB_LjD1cNA,72158,1541082688,push,15.3,2.69,294,36
86,autoland,firefox,EseA3P6ORHSfUBLu417d5w,72159,1541082842,push,9.59,0.24,127,11
87,autoland,firefox,VSMU41TIRHmFmedp-P59mQ,72160,1541083514,push,61.46,3.97,1893,123
88,autoland,firefox,boSeQJDBRJ-Sr6yBYrdwKw,72161,1541083701,push,15.13,2.76,295,35
89,autoland,firefox,aAFntZHYTAKUSNS9ANkScw,72162,1541084272,push,17.27,3.09,406,70
90,autoland,firefox,NqOpaQUFQaWrbUGpAMCC2g,72163,1541085081,push,28.81,3.34,593,72
91,autoland,firefox,anVozQ-BQRmm7_98qnBWgQ,72164,1541085172,push,18.05,5.33,360,96
92,autoland,firefox,a8tCUGTkRpGPFFkRuh2KHw,72165,1541085389,push,14.83,0.87,363,76
93,autoland,firefox,HF2MoSvCR_qH484Qn5eqdA,72166,1541087805,push,19.08,2.79,314,37
94,autoland,firefox,AxGxV1pLRtW25751hSgS5Q,72167,1541090930,push,16.1,3.61,325,70
95,autoland,firefox,ZVpYHR_7TtSe_Y6uLLznwg,72168,1541091433,push,15.2,2.71,291,35
96,autoland,firefox,Z2mW3bMSQk-E7MRTmj8SvQ,72169,1541092265,push,15.54,2.66,311,38
97,autoland,firefox,C0yPQd5CTRSN_HPGQkSs1Q,72172,1541094419,push,6.13,0.02,126,9
98,autoland,firefox,SRuPio5JSKqRqI_xDcnEHg,72173,1541098188,push,59.32,4.46,1910,154
99,autoland,firefox,CXajBj42RzKVapMF39NtVA,72174,1541098221,push,15.68,3.21,327,70
100,autoland,firefox,Zyh7zZB6RHGJb_cSqBr2Tg,72175,1541098261,push,58.28,4.36,1907,154
101,autoland,firefox,U9j-zIW2TZ6PnVpdgzVM-w,72176,1541099800,push,15.82,3.15,342,70
102,autoland,firefox,IvogvM-pSEi1R-CPktl7Lg,72177,1541100352,push,4.71,0.55,103,43
103,autoland,firefox,BhAAUtwkRyuMEEugwPagDQ,72179,1541100899,push,18.96,2.73,317,38
104,autoland,firefox,eVk5FngsQwSIG2Ub8xMj6g,72180,1541102270,push,57.44,4.63,1920,154
105,autoland,firefox,QGwWkzsFTXCyeIvx-bGRAw,72181,1541104569,push,14.88,2.62,291,35
106,autoland,firefox,BYoou4s_St6fvlWmaaTOqA,72182,1541105888,push,18.33,2.81,315,38
107,autoland,firefox,abfpgY8YRXSvt5b-VcQlSQ,72183,1541106070,push,14.97,2.73,288,35
108,autoland,firefox,IIX2jyuzQT-RiW5-ocjzpQ,72184,1541106946,push,15.38,3.18,329,71
109,autoland,firefox,F2lGpJZBTZmQAIUaThdOig,72185,1541106987,push,55.79,3.89,1881,122
110,autoland,firefox,fGeYwFEtS2OnP5trndytmg,72186,1541108653,push,15.64,3.3,327,70
111,autoland,firefox,DXXJCfcpTj-0HHY3_oLyRA,72187,1541109625,push,29.34,3.04,576,37
112,autoland,firefox,XUNzqqbMT5O1c6W3Hfz_cA,72188,1541111765,push,32.37,5.09,640,106
113,autoland,firefox,XZLwwsuoRFOE0oTowoNTwA,72189,1541111932,push,16.51,3.57,327,70
114,autoland,firefox,Lou5eaC1Q_yimzbNxjy3-w,72190,1541115831,push,56.88,4.52,1908,154
115,autoland,firefox,Ajshoh2_RdOyXg4AzZaP4w,72191,1541115947,push,15.13,2.78,299,35
116,autoland,firefox,OdRr43p8T2ieBq2TZ82_2w,72192,1541119533,push,16.3,3.99,286,71
117,autoland,firefox,fPQBDs9FQPmS67MbDuTBjw,72193,1541125416,push,61.28,4.26,1879,119
118,autoland,firefox,XWxG3orlT2iZM2zvmKjlYA,72194,1541135338,push,58.81,4.68,1929,154
119,autoland,firefox,NruoRwRiRlG3ts1GjBTX9w,72195,1541135864,push,62.59,5.12,1979,183
120,autoland,firefox,R_p-kgOJSdOMOXXoyncykA,72196,1541140931,push,59.63,4.6,1941,159
121,autoland,firefox,HtcGJj7VTKKpK3wgNYruHw,72197,1541141094,push,15.45,3.65,317,71
122,autoland,firefox,QfvS_SBkQBW3w-oDJXjA1g,72198,1541143556,push,14.48,2.88,311,36
123,autoland,firefox,V4ko-GlGRJ-dUnBmvt3JXw,72199,1541144842,push,14.35,2.81,295,36
124,autoland,firefox,BNRjSpOVRwCG-2tjeZgxrQ,72200,1541144874,push,60.1,4.06,1935,119
125,autoland,firefox,GUI59KIRQhqER-owZ3nF8A,72201,1541144943,push,14.15,2.85,292,36
